"first_name","last_name"
"Dražen","Lisec"
"Vilim","Bažon"
"Marina","Lipnjak"
"Elvis","Žunić"
"Katarina","Kozarić"
"Bosiljka","Nikolić-Malora"
"Stipe","Marušić"
"Ivica","Jurčević"
"Sanela","Leban"
"Zlatko","Bednjanec"
"Zoran","Murić"
"Vlaho","Pasković"
"Josip","Marinclin"
"Melita","Prelac"
"Damir","Trčak"
"Marino","Čandrlić"
"Ksenija","Đokić"
"Tomislav","Repinac"
"Zvonimir","Babić"
"Zvonko","Madunić"
"Petar","Erega"
"Damir","Kovačić"
"Nikola","Magić"
"Nataša","Miličević"
"Dario","Magić"
"Mario","Kelemenić"
"Maja","Horvat"
"Kruno","Nemeček"
"Krešimir","Ćosić"
"Vesna","Cišper"
"Mirela","Skelin"
"Matea","Šeketa"
"Andrea","Pejković Rabi"
"Zvonimir","Boras"
"Ivana","Picek"
"Željko","Veseli"
"Lara","Rezo"
"Marlena","Dugonjić"
"Hrvoje","Oremuš"
"Ankica","Cigrovski"
"Damir","Sablić"
"Mila","Jukić"
"Silvana","Lalić"
"Denis","Bajrami"
"Dejan","Bibić"
"Josip","Jozić"
"Smiljana","Forgić"
"Sanjica","Ričko"
"Andreja","Medur"
"Jozo","Šošić"
"Tomislav","Buković"
"Igor","Fijan"
"Mario","Bukić"
"Klaudio","Gržinić"
"Petar","Barić"
"Mirko","Kelava"
"Marijo","Kralj"
"Predrag","Cimerman"
"Marija","Panić"
"Ina","Gorjanac"
"Frane","Jurković"
"Rikard","Fijan"
"Igor","Kralj"
"Mario","Živčić"
"Andrea","Repić"
"Đorđe","Mrkalj"
"Marko","Trifunac"
"Ivančica","Roksa"
"Anton","Dugonjić"
"Jasna","Galić Draščić"
"Robert","Boczka"
"Ljerka","Marijan"
"Raoul","Paučić"
"Olivija","Šarić"
"Franjo","Šokac"
"Damir","Repić"
"Daniel","Brajković"
"Irena","Mičetić"
"Adrijana","Martinović"
"Nikica","Pavičić"
"Krunoslav","Herceg"
"Natalia","Grašić"
"Ivona","Zorić"
"Stjepan","Dumbović"
"Dalibor","Jelenić"
"Dragana","Umiljenović"
"Velimir","Jelić"
"Saša","Kovač"
"Božo","Budimir"
"Sanja","Terzić"
"Robert","Vukalović"
"Dražen","Bažinski"
"Srećko","Stanković"
"Vladislav","Chvala"
"Carmen","Mošmondor"
"Miroslav","Kresl-Petričević"
"Senada","Simunić"
"Zvonko","Škaron"
"Jadranka","Klarić"
"Martina","Lolić"
"Krešimir","Prević"
"Nedeljko","Škutin"
"Jadranka","Antunac"
"Mario","Miletić"
"Nikoleta","Letunić"
"Sašo","Kehayov"
"Miroslav","Čehulić"
"Marina","Kontrec"
"Ivan","Krstičević"
"Ljilja","Janjić"
"Martina","Kramarić"
"Štefica","Bistrički"
"Vlatko","Kljujić"
"Milan","Šoda"
"Goran","Kaselj"
"Ljubica","Bistrički"
"Tomica","Svetec"
"Goran","Viduka"
"Marko","Crnković"
"Matija","Kućina"
"Nedjeljko","Voloder"
"Zoran","Petrović"
"Joško","Ljubić"
"Renato","Horvatinec"
"Nikolina","Žižek"
"Ivan","Babić"
"Ilija","Rafaj"
"Veronika","Mošmondor"
"Tamara","Kljunić"
"Katica","Čikvar"
"Snježana","Šepić"
"Sabina","Miholić"
"Domagoj","Stojanović"
"Belinda","Perković"
"Ivica","Vranješ"
"Krunoslav","Stojšić"
"Amalija","Stary"
"Aleksandra","Bratičić"
"Zorica","Gežić"
"Renato","Moharić"
"Damir","Grgić"
"Ante","Šimunov"
"Denis","Feliks"
"Anto","Ešegović"
"Danijel","Blatančić"
"Lucija","Dražić"
"Dario","Stančir"
"Željana","Drobnjak"
"Marin","Đorđević"
"Željko","Kordić"
"Vesna","Đorđević"
"Slavko","Lučić"
"Monika","Hrupek"
"Monika","Majsan"
"Ivan","Blažević"
"Mila","Rajčić"
"Denis","Tuta"
"Sanja","Boras"
"Sanja","Bilić"
"Maja","Stipčević"
"Tea","Borak"
"Marko","Ivić"
"Kristijan","Gajšak"
"Hadži","Sokoli"
"Danijel","Majpruz"
"Igor","Plovanić"
"Tanja","Pleskalt"
"Martina","Božić"
"Andreas","Panežić"
"Vinko","Rilje"
"Maja","Jović"
"Lara","Fonović"
"Ivan","Magušić"
"Velimir","Habrun"
"Kristina","Erdelja"
"Željko","Bihar"
"Dren","Dobrenić"
"Maja","Srdoč"
"Ana","Hodak"
"Kornelija","Domitrović"
"Ivana","Sičenica"
"Kristina","Kovačević"
"Željka","Drame"
"Milan","Premužić"
"Tihomir","Cipčić"
"Damir","Benaković"
"Marin","Glavaš"
"Boris","Baldassi"
"Igor","Brolich"
"Dražen","Habek"
"Dubravko","Horvat"
"Vedran","Bjelić"
"Antun","Prugovečki"
"Ivan","Gušćić"
"Bruno","Bede"
"Krešo","Špoljar"
"Saša","Margetić"
"Igor","Vasiljević"
"Ivica","Šumiga"
"Ratko","Škala"
"Ivana","Jerbić"
"Đorđe","Nikolić"
"Miroslav","Pavlović"
"Verica","Kolovrat"
"Josip","Pleša"
"Dražen","Barilar"
"Vesna","Stipić"
"Želimir","Bogić"
"Ivan","Kolak"
"Samuel","Palaić"
"Karlo","Pilko"
"Marko","Šimić"
"Mario","Kralj"
"Tomislav","Andrić"
"Jozo","Perić"
"Mario","Krasnik"
"Marinko","Bandalo"
"Ivica","Taraš"
"Davor","Anušić"
"David","Kutleša"
"Marina","Bilogrević"
"Ana","Šum"
"Sanja","Buterin"
"Ivana","Vrček"
"Enes","Šahinović"
"Ivica","Justament"
"Mirko","Jarić"
"Rok","Rošić"
"Josip","Krnjajić"
"Rene","Travica"
"Ronald","Uvalić"
"Ivan","Zovko"
"Ante","Delić"
"Gabrijel","Tuzlak"
"Vladimir","Trifunac"
"Mirjana","Lekić"
"Marinko","Pušonjić"
"Dragana","Grahovac"
"Branimira","Glavica"
"Melita","Novoselović"
"Zvonko","Galić"
"Dario","Sorgent"
"Elvir","Pehlić"
"Josip","Tomičić"
"Manuela","Ogar-Mraović"
"Antonio","Maras"
"Mirela","Jelić"
"Marijana","Puček"
"Dražen","Vinković"
"Daniel","Pensa"
"Katica","Samardžić"
"Snežana","Huskić"
"Tomislav","Prančević"
"Kristian","Kolesarić"
"Antonio","Palčec"
"Renato","Rajh"
"Maja","Kolesarić"
"Srećko","Dundović"
"Aljoša","Ladašić"
"Claudio","Tamburin"
"Ružica","Čičak"
"Miroslav","Strugar"
"Zlatko","Marinčić"
"Ivan","Lešina"
"Vlaho","Vujnović"
"Zlatko","Pavličić"
"Marin","Šarić"
"Vedran","Cavrić"
"Larisa","Šarić"
"Željko","Krkač"
"Kristina","Čataj"
"Martina","Krešić"
"Miroslava","Odobašić"
"Zlatko","Prugovečki"
"Luciana","Žeravica"
"Ivana","Gabrilo"
"Dalibor","Vidaković"
"Damir","Đukić"
"Mihaela","Antulov"
"Antun","Jakab"
"Ivana","Rodin"
"Jelena","Zaluški"
"Dario","Zaluški"
"Danijel","Galić"
"Ranko","Zolić"
"Ivica","Brlić"
"Kristina","Tihava"
"Danijel","Gudac"
"Marija","Salamun"
"Nedeljko","Umičević"
"Marija","Kaleb"
"Tina","Šeparović"
"Evelin","Sarač"
"Veronika","Pačarić"
"Robert","Lasić"
"Dragutin","Petrić"
"Sanja","Petrić"
"Ivana","Nikšić"
"Marijan","Mihoković"
"Marko","Otovčević"
"Antonella","Armano Sabo"
"Mario","Vrtarić"
"Mato","Pavić"
"Darko","Štefanac"
"Dejan","Vuković"
"Josip","Župančić"
"Ana","Tomičić"
"Milka","Panežić"
"Hrvoje","Vukov"
"Nusreta","Kuprešanin-Planjanin"
"Davor","Jelušić"
"Damir","Lončar"
"Andrea","Janković"
"Silvija","Obradović"
"Tihomir","Bešenić"
"Dražen","Milanović"
"Saša","Koški"
"Adriana","Ranogajec"
"Renata","Škovran"
"Senada","Šabani"
"Marijan","Romanik"
"Marica","Tomić"
"Dragan","Kršćo"
"Milan","Stojko"
"Marko","Fletko"
"Petra","Hršak"
"Josip","Marković"
"Sonja","Pavković"
"Dino","Horvat"
"Ivana","Sajko"
"Sanja","Marenčić"
"Mario","Đurin"
"Ana Mari","Čagalj"
"Ivica","Dražić"
"Mario","Kardum"
"Romana","Mihelić"
"Domagoj","Raguž"
"Jasna","Pacas"
"Marijan","Orešković"
"Tea","Toromanović"
"Svetlana","Asentić"
"Nikolina","Ljubović"
"Dominik","Črlenec"
"Mihael","Tomašić"
"Marina","Mikulić"
"Lana","Bojčić"
"Denis","Kušec"
"Josip","Bašić"
"Sanja","Vrbanić"
"Mladen","Grden"
"Sunčana","Alunović"
"Franjo","Biskupović"
"Ivan","Bilić"
"Domagoj","Ljiljak"
"Davor","Čamagajevac"
"Božena","Norac-Kevo"
"Stanko","Čačinović"
"Mario","Huzjak"
"Valentino","Kosmač"
"Robert","Geršić"
"Zoran","Mesaroš"
"Mario","Matušin"
"Slaven","Rizvan"
"Sandro","Stabile"
"Ivana","Marković"
"Mario","Lamza"
"Marko","Smoković"
"Goran","Vuković"
"Željko","Vidaković"
"Irena","Jašek Skrbiš"
"Armin","Rimaj"
"Josip","Miškuljić"
"Stefanija","Gajdek"
"Zoran","Benić"
"Mladen","Črnjar"
"Vladimir","Talić"
"Jelena","Tomić Tavić"
"Ivan","Vitić"
"Igor","Blažević"
"Filip","Oslaković"
"Romana","Gutenberger"
"Ana","Bukač"
"Siniša","Keleminec"
"Slađana","Štimac"
"Julija","Barišić"
"Igor","Vincetić"
"Tomislav","Hlebić"
"Robert","Sekanić"
"Marko","Reljić"
"Siniša","Papak"
"Ivana","Zember"
"Snježana","Črnjar"
"Stjepan","Kos"
"Darko","Vlajić"
"Dijana","Krejaković"
"Nedeljka","Štalmajer"
"Tatjana","Rusek"
"Petra","Barić"
"Marijan","Kovačić"
"Draga","Ohnjec"
"Jadranka","Medved"
"Ivana","Abramović"
"Kata","Mađarić"
"Željka","Holjevac"
"Dejan","Stanić"
"Ines","Borković"
"Goran","Marjanović"
"Kristian","Babić"
"Nada","Gajski"
"Ljiljana","Kovačić"
"Dražen","Šapina"
"Suzana","Mikuljan"
"Anto","Čivić"
"Jelka","Brajković"
"Mario","Martinović"
"Gordana","Mesec"
"Alen","Burzić"
"Dražen","Tičić"
"Amir","Sulejmanagić"
"Nino","Vilardi"
"Dragan","Lozančić-Bogarušić"
"Damir","Franjić"
"Ružica","Klarić"
"Tomislav","Balen"
"Kristijan","Pavlović"
"Miroslav","Kopričanec"
"Zdravko","Đumbrek"
"Gehat","Jurišić"
"Ivica","Valentić"
"Aleksandar","Miljković"
"Sanja","Puškarić"
"Darko","Martić"
"Ingeborg","Kireta"
"Slađan","Marić"
"Boro","Danilović"
"Đurđica","Lovrečić"
"Mario","Gluhaković"
"Željko","Biličić"
"Sandro","Perić"
"Eugen","Burić"
"Dražen","Marević"
"Boris","Homovec"
"Oliver","Bažant"
"Marko","Jagušt"
"Sara","Supanc"
"Vjekoslav","Božić"
"Darko","Čataj"
"Sanela","Petrinić"
"Nikola","Rusek"
"Marija","Opačak"
"Davor","Grgas"
"Petra","Lukšić"
"Anka","Šimunov"
"Ivica","Stjepančević"
"Zoran","Lenard"
"Katarina","Ilić"
"Ksenija","Pavlović"
"Anita","Grgurinović"
"Ivica","Palić"
"Fabijan","Bulakaj"
"Ivana","Šakić"
"Ranko","Jovanovski"
"Tadej","Jovandić"
"Suzana","Veljković"
"Boris","Škreblin"
"Vlatka","Zorić"
"Snježana","Škreblin"
"Manuel","Novoselić"
"Ivica","Đumlija"
"Stjepan","Duvnjak"
"Goran","Staniševski"
"Damir","Lisica"
"Andrea","Lučić"
"Mirjana","Svrtan"
"Hrvoje","Malčić"
"Jadranka","Cota"
"Dražen","Skrbiš"
"Mirjana","Mohač"
"Željko","Sonički"
"Darko","Škledar"
"Stjepan","Buhać"
"Romana","Pivac"
"Jurica","Božičević"
"Nikola","Dukarić"
"Tomislav","Potravi"
"Matija","Čačić"
"Luka","Majer"
"Mario","Trkač"
"Ivan","Živković"
"Kruno","Krek"
"Dragica","Jovanović"
"Zvonko","Dominić"
"Matko","Kalanj"
"Davor","Andlar"
"Marina","Jakupec"
"Gordana","Ćirković"
"Marica","Kirin"
"Siniša","Milković"
"Mario","Švelić"
"Goran","Milković"
"Ivona","Andlar"
"Marina","Kralj"
"Marija","Gregurić"
"Hrvoje","Gudelj"
"Tomislav","Holi"
"Dragan","Lovrinović"
"Katarina","Husnjak"
"Zoran","Rog"
"Joško","Marević"
"Željko","Grahovac"
"Sabina","Novak"
"Dolores","Nikolić"
"Edi","Benazić"
"Jasna","Jakopović"
"Marijan","Mihir"
"Duško","Popadić"
"Marijo","Kečkeš"
"Dario","Strahija"
"Josip","Rugle"
"Jelena","Dulikravić"
"Elvira","Mohač"
"Nada","Valjak"
"Rudolf","Polunić"
"Mato","Stojanović"
"Danijel","Duvančić"
"Iva","Barković"
"Igor","Vidović"
"Mislav","Stepić"
"Ferdinand","Janković"
"Dejan","Bojčić"
"Marin","Mijić"
"Nenad","Sović"
"Denis","Džinić"
"Mirela","Drljača"
"Dalibor","Žarko"
"Toni","Kalaš"
"Danijela","Poldrugač"
"Josip","Blažević"
"Petar","Kovačević"
"Đorđe","Jovanović"
"Robert","Matić"
"Dalibor","Lončarić"
"Boris","Pećarina"
"Simon","Funtek"
"Višnja","Čudić"
"Tomislav","Pintar"
"Verica","Maletić"
"Draženka","Zec"
"Krunoslav","Matošević"
"Žana","Pejić"
"Marin","Korečić"
"Renata","Radić"
"Antonio","Čagalj"
"Andreja Katarina","Muller"
"Sanela","Raič"
"Marina","Filipović"
"Martina","Rožman"
"Iva","Polić"
"Hrvoje","Valjak"
"Ivan-Goran","Banfić"
"Nikola","Marković"
"Tomislav","Čikulin"
"Robert","Hršak"
"Dražen","Pilić"
"Nataša","Novosel"
"Tomislav","Prelac"
"Ivica","Radak"
"Sanja","Skokandić"
"Josip","Škorjanc"
"Ante","Županović"
"Niko","Kesovija"
"Denis","Muranović"
"Darko","Špiranec"
"Velimir","Milinković"
"Saša","Đurčak"
"Joze","Pirak"
"Jasna","Grdović"
"Ana","Žura"
"Verica","Križanac"
"Gordana","Kosor"
"Denisa","Ivančan"
"Nikolina","Janković"
"Valentina","Greguraš"
"Dario","Medak"
"Marin","Obradović"
"Ankica","Križanović"
"Mišo","Škrpan"
"Đorđ","Karol"
"Tatjana","Šarić"
"Marija","Vukoje"
"Nikolina","Horvatović"
"Davor","Novak"
"Mario","Šimir"
"Marina","Martinković"
"Marko","Horvat"
"Kristina","Gubić"
"Danijel","Ordanić"
"Goran","Nađ"
"Berislav","Puc"
"Branko","Čavala"
"Denis","Jurina"
"Dražen","Žepina"
"Bojana","Premec-Detelj"
"Gordana","Ružić"
"Željko","Udžbinac"
"Krešimir","Kajgan"
"Zvonko","Kašić"
"Nikolina","Brnjac"
"Kristina","Lučan"
"Aleksandra","Gaćeša"
"Zorica","Kepić"
"Ivan","Posavec"
"Mladenka","Mohač"
"Ivan-Iko","Letica"
"Marko","Kovač"
"Marina","Vulelija"
"Branimir","Vrhovec"
"Milijan","Majić"
"Andrea","Šestak"
"Tomislav","Otmačić"
"Krešimir","Katanec"
"Sandra","Tadić"
"Marijan","Bilandžija"
"Siniša","Razum"
"Ivan","Bračić"
"Darija","Hodak"
"Saša","Marković"
"Adeeb","Fučijaš"
"Robert","Šokčević"
"Katarina","Depope Radman"
"Petar","Krivokapić"
"Stipe","Karlović"
"Krunoslav","Kirinčić"
"Jelena","Šperanda"
"Toni","Dobronić"
"Anđela","Favro"
"Dražen","Ševerdija"
"Jelena","Vunić"
"Siniša","Čoboj"
"Mario","Krčelić"
"Ksenija","Stepić"
"Duško","Radanović"
"Anđelko","Vukelić"
"Josip","Đukić"
"Marko","Jurić"
"Zdravka","Sokačić"
"Snježana","Firšt"
"Branka","Brajić"
"Ivona","Maškarić-Šimunović"
"Kristijan","Kunstić"
"Dajana","Tomić"
"Petar","Reić"
"Željko","Kaurić"
"Neven","Stipić"
"Aleksandra","Buble"
"Danko","Vidović"
"Valentina","Hanich"
"Solanž","Gržinić Bratović"
"Tomica","Krznar"
"Krunoslav","Ivanušec"
"Bojan","Kotrljanović"
"Jakov","Ćorić"
"Dominik","Begović"
"Sanel","Čanić"
"Biserka","Gluhak"
"Anđelko","Pustički"
"Jasna","Golešić"
"Maja","Dejanović"
"Marija","Vukmanović"
"Mario","Šegović"
"Darko","Kovačević"
"Damir","Slakić"
"Srećko","Kozić"
"Danijel","Šiptar"
"Tomislav","Ferić"
"Antonio","Penić"
"Ivica","Ferenčak"
"Višnjica","Kragulj"
"Ivan","Skender"
"Zoran","Bijelić"
"Ivan","Matica"
"Marko","Marić"
"Jaga","Krčelić"
"Ilija","Jurakić"
"Zlatan","Botički"
"Zlatica","Kranjčec"
"Robert","Čondić"
"Nenad","Uzelac"
"Angelo","Popović"
"Vjeko","Jakovljević"
"Marina","Belak"
"Mario","Bogdanović"
"Andrea","Jandrlić"
"Verica","Blažanin"
"Mario","Peharda"
"Željko","Župčić"
"Marijana","Luketić"
"Andrijana","Fišer"
"Đurđica","Marinković"
"Dubravka","Guberac"
"Mirela","Radmanović"
"Dijana","Ježić"
"Slavica","Golek"
"Mario","Vukomanović"
"Mladen","Lalić"
"Ankica","Šeputić"
"Krešimir","Marenić"
"Dario","Cindrić"
"Stjepan","Majsec"
"Nada","Kasun"
"Mario","Pospišil"
"Zlatko","Brmalj"
"Mario","Blažević"
"Zoran","Lukić"
"Tamara","Kos"
"Goran","Gajić"
"Jasna","Kalogjera"
"Andrea","Štimac"
"Ana","Ružić"
"Amra","Vuković"
"Nikola","Gregorić"
"Vladimir","Pantić"
"Terezija","Tomašić Tubić"
"Ivana","Jurić"
"Slobodan","Krajina"
"Tamara","Rupčić Tambolaš"
"Dejan","Bodetić"
"Duško","Saridžić"
"Ivana","Vunić"
"Ivan","Bačinić"
"Biljana","Vidaković"
"Siniša","Trebus"
"Vjekoslav","Vilić"
"Igor","Ričko"
"Marina","Đivanović"
"Helena","Pilić"
"Darko","Mišić"
"Marijana","Gazdik"
"Bojan","Hrastić"
"Iva","Benković"
"Ivančica","Mužić"
"Bojana","Podgorelec"
"Petra","Šimunović"
"Stankica","Matić"
"Ante","Šiško"
"Alen","Berger"
"Peter","Rider"
"Sonja","Beslemović"
"Ivan","Juras"
"Kristijan","Kaleb"
"Paula","Pršić"
"Nikolina","Anzulović"
"Josip","Ivezić"
"Radovan","Groš"
"Vladimir","Kocifaj"
"Zvonko","Stiplošek"
"Nikolina","Belčić"
"Sandro","Bratišćak"
"Ksenija","Postonjski"
"Damir","Ikotić"
"Dajana","Kučko"
"Ruža","Šokić"
"Hrvoje","Markasović"
"Maja","Topić"
"Zoran","Kraljić"
"Ivica","Šulava"
"Mihaela","Lojna"
"Valentina","Lucić"
"Karlo","Farkaš"
"Danijel","Žajdlik"
"Dalibor","Filipek"
"Danijel","Pavoković"
"Kristijan","Varzić"
"Goran","Brekalo"
"Darko","Salopek"
"Elvis","Čendak"
"Goran","Kocmanić"
"Josip","Horvat"
"Danijela","Cvitković"
"Mladen","Čorić"
"Marko","Palac"
"Marija","Kecko"
"Katarina","Dujanović"
"Miralem Miro","Dragović"
"Zlatko","Markanjević"
"Miroslav","Tkalčec"
"Alen","Pacher"
"Danijel","Kljaić"
"Biljana","Ogresta Maslać"
"Verica","Mrkonjić"
"Marina","Šmit"
"Nikola","Majcen"
"Božidar-Tin","Dodig"
"Jasminka","Jurišić"
"Elena","Bilanžičova"
"Štefica","Podoreški"
"Slavica","Šarčević"
"Nerdin","Mehmedagić"
"Vesna Magdalena","Galović"
"Anka","Didović"
"Stjepan","Perlić"
"Mery","Mrazović Pilić"
"Ivica","Mladina"
"Dijana","Mavračić"
"Tatjana","Pavičić"
"Igor","Šokić"
"Ivana","Bikić"
"Tihana","Gorić"
"Josip","Čagalj"
"Zvonimir","Kovačević"
"Tomislav","Pavičić"
"Luka","Blažević"
"Goran","Knezović"
"Lidija","Semak"
"Renata","Vuletić"
"Antonija","Masnić"
"Barbara","Marelić"
"Martina","Stiplošek"
"Marijan","Kovačić"
"Željka","Krezić Kristić"
"Tonći","Tomaš"
"Marinko","Katić"
"Ibrahim","Krupić"
"Janja","Balta"
"Ante","Kesić"
"Ines","Horvatić"
"Kolja","Fabris"
"Damir","Posavec"
"Alen","Spahović"
"Darko","Cvetko"
"Sandra","Franjković"
"Andreja","Dragija"
"Siniša","Dukić"
"Asima","Rizvić"
"Martin","Jakopić"
"Dejan","Gluhak"
"Silvija","Legradi"
"Hrvoje","Krumpek"
"Biljana","Škrapić"
"Marko","Hrvojić"
"Nafija","Anlar"
"Milka","Petričević"
"Vedran","Matejčić"
"Sasha Renata","Carbonini Vuković"
"Ivan","Romac"
"Marjan","Markovina"
"Armin","Sarvan"
"Snježana","Golubić"
"Davor","Ciprić"
"Nikolina","Sutlar"
"Anita","Sporiš"
"Vesna","Škribanek"
"Dijana","Mužak"
"Zlatko","Cesarec"
"Tomislav","Kralj"
"Goran","Barbir"
"Biserka","Posavec"
"Robert","Plejić"
"Dražen","Vuković"
"Stanko","Hovanjec"
"Jasna","Glad"
"Branka","Bogović"
"Antun","Berišić"
"Zoran","Koštan"
"Filip","Sliško"
"Jelena","Stojak"
"Ivka","Vukasović Lončar"
"Urška","Golob"
"Ana","Josipović"
"Aleksandra","Strgar"
"Višnja","Došen"
"Marko","Petreković"
"Nataša","Komes Erceg"
"Pero","Trkulja"
"Željko","Špiranec"
"Željko","Milošević"
"Snježana","Banović"
"Antonio","Jerković"
"Višnja","Jurinec"
"Damir","Đuran"
"Štefica","Šakanović"
"Saša","Meden"
"Helena","Cestarić"
"Dušica","Trkulja"
"Matija","Mihalinec"
"Goran","Martinović"
"Nenad","Medved"
"Nikola","Borković"
"Alen","Konjevod"
"Abida","Ostrognaj"
"Goran","Hodak"
"Snježana","Justament"
"Mladen","Štimac"
"Ramona","Lež"
"Marko","Cesar"
"Hrvoje","Vrkić"
"Damir","Orle"
"Goran","Fotak"
"Snježana","Cerovec"
"Jasmin","Šakanović"
"Dragica","Miočević"
"Marko","Petran"
"Francesca","Erceg"
"Hrvoje","Mišak"
"Željko","Jagetić"
"Gordana","Novak"
"Vesna","Muktić"
"Snježana","Dobi"
"Danijel","Čubranić"
"Martina","Jurković"
"Davor","Petric"
"Anđelko","Lujanović"
"Miroslav","Malez"
"Davor","Debelić"
"Damir","Ikst"
"Mile","Komljenović"
"Mirela","Bunčić"
"Mario","Poplašen"
"Silvija","Čičko"
"Petra","Stojaković"
"Darko","Novak"
"Nikolina","Popović"
"Blaženka","Dugonjić"
"Matko","Burča"
"Davor","Novosel"
"Oliver","Selak"
"Jasna","Jagetić"
"Ivan","Ivani"
"Tomislav","Bubrić"
"Denis","Bačić"
"Gordana","Stojčević"
"Sanja","Bilandžija"
"Jelena","Kalaš"
"Ivica","Gulin"
"Neven","Kaštigar"
"Natalija","Kolar"
"Goran","Mihanović"
"Miroslav","Lovnički"
"Kristijan","Cerinski"
"Dalibor","Gucek"
"Vedran Ivan","Lekšić"
"Damir","Žeželj"
"Nataša","Kutnohorsky"
"Karolina","Šurbek"
"Kristina","Matuš"
"Ivica","Farkaš"
"Pavao","Dušević"
"Milan","Gril"
"Denis","Geček"
"Tanja","Šimić"
"Karmen","Dragović"
"Zvonimir","Lisičak"
"Zvonimir","Knežević"
"Josip","Cvitić"
"Mario","Jurković"
"Zoran","Tenjeri"
"Igor","Đurđek"
"Tomislav","Jakupec"
"Marina","Šadek"
"Nataša","Žalac"
"Božo","Roguljić"
"Arsenije","Bjelanović"
"Iva","Štrok"
"Dejana","Štimac"
"Damir","Puklin"
"Darko","Gregurić"
"Ivana","Kralj"
"Violeta","Šimić"
"Damir","Košuljandić"
"Dario","Farkaš"
"Martina","Halić"
"Mario","Matanović"
"Sanja","Kepeš"
"Danijel","Šafarić"
"Čedomir","Masten"
"Vesna","Hajdin Đugum"
"Ivana","Kikić"
"Borna","Cišper"
"Natalija","Cvetko"
"Danijel","Buterin"
"Dijana","Sović"
"Dino","Roca"
"Božica","Pintar"
"Ivana","Tomić"
"Anica","Lovrić"
"Sanja","Kolar"
"Romana","Pijaca"
"Dražen","Cvetko"
"Anka","Gazdik"
"Damir","Vojak"
"Jasminka","Štivić"
"Mateja","Rihtar"
"Jasminka","Malez"
"Dinka","Lozić"
"Ivica","Šimunović"
"Danijel","Babić"
"Miroslav","Sikavica"
"Mario","Bušić"
"Želimir","Križka"
"Katarina","Požgaj"
"Branimir","Peranić"
"Krunoslav","Marić"
"Davor","Daniel"
"Brano","Lazarević"
"Željko","Balog"
"Dijana","Borković Sekulić"
"Mirela","Butković"
"Branko","Čičko"
"Kristina","Špehar Fratnik"
"Marin","Boras"
"Ivica","Stipčević"
"Damir","Dukši"
"Marijan","Lunga"
"Marijo","Ožanić"
"Josip","Banjedvorec"
"Željka","Pavalić"
"Jakov","Čančar"
"Mirica","Konc"
"Anto","Martinović"
"Ivana","Jakelić"
"Vladek","Mikulić"
"Željka","Birač"
"Bernard","Antičević"
"Marija","Dragun"
"Adriana","Matijević"
"Vladimir","Turk"
"Goran","Arabadžić"
"Senka","Alšić"
"Marina","Cvrtila"
"Arpad","Konc"
"Ivan","Marinić"
"Rudi","Sinković"
"Mihaela","Vukić"
"Igor","Klobučar"
"Blaženko","Ivić-Pusztai"
"Ljilja","Vojnović"
"Valentina","Žeželj"
"Danijel","Jandrečić"
"Mladen","Kučko"
"Tajana","Ištvanić"
"Suzana","Vrbat"
"Dajana","Đuran"
"Dubravko","Vrabec"
"Dalibor","Tunjić"
"Mladen","Benković"
"Marko","Putak"
"Monika","Werner"
"Nikica","Pavelić"
"Ana","Grnja"
"Pero","Đanić"
"Željka","Mikulić"
"Marijana","Fatorić"
"Marijan","Marković"
"Snježana","Perić"
"Darko","Gašparović"
"Ana","Adrić"
"Smiljana","Jelić-Mihovilić"
"Matija","Petaj"
"Dražen","Benjak"
"Robert","Benković"
"Nikola","Bastiančić"
"Šimun","Bagarić"
"Gordana","Ivanović"
"Romana","Dorić"
"Marko","Dorić"
"Silvija","Šklempe"
"Antonio","Đuras"
"Branko","Čubrić"
"Ivanka","Sesar"
"Damir","Jakovac"
"Violeta","Čete"
"Ivan","Zadravec"
"Davor","Marić"
"Kristijan","Pilarić"
"Tamara","Matoš"
"Hrvoje","Horvat"
"Martina","Čeh"
"Dragutin","Babić"
"Zlatica","Dokmanović"
"Milan","Šerbedžija"
"Iva","Venne"
"Darko","Ilišević"
"Antonijo","Tireli"
"Đina","Brkić"
"Helena","Kolarić"
"Slavko","Šoštarić"
"Dražen","Sečen"
"Mirela","Reljić"
"Anto","Josipović"
"Damir","Adamović"
"Ivica","Ljubetić"
"Dean","Nefat"
"Darko","Luks"
"Andrea","Pagadur"
"Branko","Tireli"
"Sandra","Ivanković"
"Anita","Milašin"
"Nina","Miler"
"Davor","Rac"
"Branislav","Javorina"
"Ivan","Rogošić"
"Marijana","Šikić"
"Ivana","Čavlina"
"Željko","Berečić"
"Hrvoje","Pužin"
"Sandro","Škrobonja"
"Jakov","Guberac"
"Žarko","Borjan"
"Marko","Perkušić"
"Romana","Matanović"
"Tomislav","Žagmestar"
"Zlatko","Ivaniš"
"Sandra","Mladenović"
"Štefica","Slivar"
"Ana","Bradašić Aljinović"
"Domagoj","Budimlić"
"Lovre","Kuzmanić"
"Ivica","Jerković"
"Nina","Bajrić Blažeković"
"Davor","Plaščević"
"Doriana","Fabić"
"Branka","Pavlović"
"Alenka","Mimica"
"Krešimir","Turudić"
"Branko","Stapić"
"Emil","Koludrović"
"Vesna","Lebinac"
"Ivana","Duvnjak"
"Mladen","Benić"
"Ivana","Tomljanović"
"Marko","Horvat"
"Tanja","Sočić"
"Boris","Zadravec"
